genes,logFC.genotypenpr1.1,logFC.genotypenpr1.1.treatmentuntreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT2G47800.1,-1.570414102635287,0.7136629921846498,6.521227837848062,161.54420777177313,8.339134732595512e-36,1.0533016870140753e-33,AT2G47800,ABCC4;ATMRP4;EST3;MRP4,ATP-binding cassette C4;multidrug resistance-associated protein 4;NA;multidrug resistance-associated protein 4
AT1G31540.2,-1.0670764790237677,0.27883248789564014,6.327998097635434,161.3751994616403,9.07445766529827e-36,1.1376254799951168e-33,AT1G31540,NA,NA
AT3G16050.1,-2.5848364632095717,2.5298009380448425,4.44241589983038,161.30663717067637,9.390934062498714e-36,1.1685800097475252e-33,AT3G16050,A37;ATPDX1.2;PDX1.2,NA;ARABIDOPSIS THALIANA PYRIDOXINE BIOSYNTHESIS 1.2;pyridoxine biosynthesis 1.2
AT4G25940.1,-0.5118950917895632,-0.800238867828151,5.55603520790435,160.61557773497387,1.3266930101189405e-35,1.6387585203667706e-33,AT4G25940,NA,NA
AT1G11580.1,-1.055822030111113,-0.20780592840304843,8.178276275244524,159.83999199118247,1.9551799968523775e-35,2.3974502749724883e-33,AT1G11580,ATPMEPCRA;PMEPCRA,NA;methylesterase PCR A
AT1G74770.1,-1.6936166707628961,0.3179514428574623,5.496436104697547,159.2314752918846,2.65047961085159e-35,3.2264787668620194e-33,AT1G74770,BTSL1,BRUTUS LIKE 1
AT3G60420.2,-1.8955315353923246,0.0796990071479281,4.513178118389019,158.88033937966011,3.1591675677284146e-35,3.8180471921057294e-33,AT3G60420,NA,NA
AT4G10270.1,-2.028842137400415,-0.8209713932216987,2.5517415176848526,158.4173577030082,3.982060517484205e-35,4.77818818808694e-33,AT4G10270,NA,NA
AT1G22770.1,1.81661115266305,-0.10439771754657459,6.383802034351938,156.84995387118227,8.718971809380574e-35,1.0387943789062713e-32,AT1G22770,FB;GI,NA;GIGANTEA
AT5G57660.1,1.4774332049628651,-0.8635419541294784,5.992071234220554,156.1315686457097,1.24870727844844e-34,1.4772558852574185e-32,AT5G57660,ATCOL5;BBX6;COL5,NA;B-box domain protein 6;CONSTANS-like 5
AT2G25900.1,1.6248747703434148,-2.7736115989560863,5.362993491545282,156.1060930170722,1.2647148139701942e-34,1.4857303608311395e-32,AT2G25900,ATCTH;ATTZF1,NA;A. THALIANA TANDEM ZINC FINGER PROTEIN 1
AT1G44446.1,1.4273069407722976,-0.5412769414871678,5.049819483395336,153.95971871110316,3.698893815794626e-34,4.315119250800967e-32,AT1G44446,ATCAO;CAO;CH1,ARABIDOPSIS THALIANA CHLOROPHYLL A OXYGENASE;CHLOROPHYLL A OXYGENASE;CHLORINA 1
AT1G02450.1,-5.514313964372906,3.5467482810921434,3.246475779717301,153.57622884121915,4.480697566832005e-34,5.191119891393851e-32,AT1G02450,NIMIN-1;NIMIN1,NA;NIM1-interacting 1
AT3G13750.1,1.170309069652214,-2.3046329068765075,8.897061738671562,153.54311522305397,4.555501166658189e-34,5.241634527307597e-32,AT3G13750,BGAL1;BGAL1,beta galactosidase 1;beta-galactosidase 1
AT2G27580.1,-1.3705457313590297,1.2126436662504803,5.31997098505494,153.35454068720628,5.0059280401924655e-34,5.720720078040356e-32,AT2G27580,SAP3,Stress Associated Protein3
AT5G54610.1,-4.081246178763534,1.6840092389676962,2.8664575052981056,152.90808429814578,6.257939719967477e-34,7.103184415927949e-32,AT5G54610,ANK;BDA1,ankyrin;bian da 2 (becoming big in Chinese)
AT4G23310.1,-5.3351531522040325,3.8228414953837815,0.8196979654884828,151.99233731533042,9.891981744065494e-34,1.115271149788968e-31,AT4G23310,CRK23,cysteine-rich RLK (RECEPTOR-like protein kinase) 23
AT4G14365.1,-2.2822677223643675,0.24437811919700844,6.075218043161093,151.86875667160444,1.0522489523096497e-33,1.1784486766566538e-31,AT4G14365,XBAT34,XB3 ortholog 4 in Arabidopsis thaliana
AT1G29020.1,-2.333355249887184,2.1080469014360297,2.9261488286646653,151.2288771228299,1.448993978040971e-33,1.6120297905371042e-31,AT1G29020,NA,NA
AT5G01900.1,-6.385455568809243,4.039183604113246,4.109517008770496,151.17039113099452,1.491992542293461e-33,1.648946231446569e-31,AT5G01900,ATWRKY62;WRKY62,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 62;WRKY DNA-binding protein 62
AT1G70520.1,-0.9516084321155229,-0.145136896661925,6.232937131001523,149.57125372548848,3.319058658272176e-33,3.64423963400747e-31,AT1G70520,ASG6;CRK2,ALTERED SEED GERMINATION 6;cysteine-rich RLK (RECEPTOR-like protein kinase) 2
AT1G15820.1,1.9256390009747522,-0.8168823125577804,9.307113589909237,149.21205477873443,3.9720434271197777e-33,4.332880359232801e-31,AT1G15820,CP24;LHCB6,NA;light harvesting complex photosystem II subunit 6
AT1G76650.1,-1.1991887053822123,-2.320244847528947,3.626149560194497,148.1165236224512,6.86919042743529e-33,7.444872902611964e-31,AT1G76650,CML38,calmodulin-like 38
AT4G28490.1,-1.5474099621704398,0.6822681940995478,5.498120163570866,147.8363572854653,7.902106947036934e-33,8.509454782261118e-31,AT4G28490,HAE;RLK5,HAESA;RECEPTOR-LIKE PROTEIN KINASE 5
AT1G49860.1,-0.9726030392499655,-0.8759030517437546,5.045504287529589,145.4673795860922,2.5832109587363173e-32,2.7640357258478595e-30,AT1G49860,ATGSTF14;GSTF14,glutathione S-transferase (class phi) 14;glutathione S-transferase (class phi) 14
AT2G19590.1,-1.412022703245544,-0.35761912475240837,5.545686021293395,143.91572144973253,5.611747963460824e-32,5.966566711277112e-30,AT2G19590,ACO1;ATACO1,ACC oxidase 1;NA
AT2G28630.1,-0.7248324079318311,-1.4094565014570384,5.905012660340972,142.8924727937814,9.36038646767618e-32,9.889630960408311e-30,AT2G28630,KCS12,3-ketoacyl-CoA synthase 12
AT2G32680.1,-3.9739355399235468,2.5197177822284242,4.086071448931462,142.7598993068314,1.0001882471159881e-31,1.0501351477063428e-29,AT2G32680,AtRLP23;RLP23,receptor like protein 23;receptor like protein 23
AT4G23170.1,-1.9937996766507182,0.897484940360022,6.1194173945857555,142.70382429366836,1.0286278565341601e-31,1.0732869168892769e-29,AT4G23170,CRK9;EP1,CYSTEINE-RICH RLK (RECEPTOR-LIKE PROTEIN KINASE) 9;NA
AT2G38390.1,-1.117939842549242,0.004500629123425581,6.143415448360951,142.6857885465455,1.0379458435541564e-31,1.0763242114732268e-29,AT2G38390,NA,NA
AT3G62550.1,1.9092036634089076,-2.549856648426412,6.602429233384939,141.8105816027882,1.607768321040214e-31,1.656987731604574e-29,AT3G62550,NA,NA
AT1G06040.1,1.310051548697094,0.12423940167832521,6.538418989276868,141.46681591698757,1.9092870962006024e-31,1.9557386542118245e-29,AT1G06040,BBX24;STO,B-box domain protein 24;SALT TOLERANCE
AT2G33580.1,-2.3933267697342204,1.1287152473527118,4.5321176215406656,141.30609458283905,2.0690521242131804e-31,2.106545856645892e-29,AT2G33580,AtLYK5;LYK5,NA;LysM-containing receptor-like kinase 5
AT2G47730.1,-1.3968567544142696,0.8203194522035167,9.587147034409034,140.74784313264172,2.7352321583501067e-31,2.768021989645991e-29,AT2G47730,ATGSTF5;ATGSTF8;GST6;GSTF8,GLUTATHIONE S-TRANSFERASE (CLASS PHI) 5;Arabidopsis thaliana glutathione S-transferase phi 8;NA;glutathione S-transferase phi 8
AT3G46090.1,-3.4295772691999593,2.652109811431994,1.530738709464026,140.12407387147584,3.7363191678244503e-31,3.758468604807362e-29,AT3G46090,ZAT7,"NA"
AT1G08450.1,-1.6701671318225928,1.2363159858070278,7.205077379314782,139.07642847824764,6.308662214476047e-31,6.308286698868043e-29,AT1G08450,AtCRT3;CRT3;EBS2;PSL1,A. thaliana calreticulin 3;calreticulin 3;EMS-MUTAGENIZED BRI1 SUPPRESSOR 2;PRIORITY IN SWEET LIFE 1
AT1G55910.1,-1.9167395011924258,1.4786965059809318,3.950100803380649,138.59028016681262,8.044573778862416e-31,7.996496740302351e-29,AT1G55910,ZIP11,zinc transporter 11 precursor
AT3G08940.2,1.9800503893997963,-1.050413543570634,8.113081981182708,138.3312512518167,9.156941787134988e-31,9.04867441659298e-29,AT3G08940,LHCB4.2,light harvesting complex photosystem II
AT5G60800.2,-2.501812332877627,1.4185195320660526,3.897916887811015,138.27044795075628,9.439602841876772e-31,9.273443750917422e-29,AT5G60800,HIPP3,EAVY METAL-ASSOCIATED ISOPRENYLATED PLANT PROTEIN3
AT2G16060.1,-1.8879347507952164,-0.4404713166959,6.097072987158901,137.19979253027273,1.6122916059002464e-30,1.5747027143905954e-28,AT2G16060,AHB1;ARATH GLB1;ATGLB1;GLB1;HB1;NSHB1;Pgb1,hemoglobin 1;NA;NA;CLASS I HEMOGLOBIN;hemoglobin 1;NA;Phytoglobin 1
AT5G08760.1,-1.338985559237123,0.6563855925395141,5.37849065854727,135.64005838429333,3.51670192642304e-30,3.414859864854373e-28,AT5G08760,NA,NA
AT4G17250.1,-1.5058219988593977,0.43919763987521526,4.164207916255986,135.57225750501217,3.637963464547464e-30,3.5123073701685544e-28,AT4G17250,NA,NA
AT2G41160.1,-1.291129993147065,0.9402379906511754,5.326534928416622,135.1784938997129,4.429584733136625e-30,4.252148224683552e-28,AT2G41160,UBAC2B,"NA"
AT3G26600.1,-1.2444561638047826,0.5356117418985707,4.556945934838603,134.18660719890468,7.273584257713223e-30,6.942553519620707e-28,AT3G26600,ARO4,armadillo repeat only 4
AT1G23840.1,-2.343447638444909,0.46593120120039633,1.6327456488889804,134.04280063708475,7.815840215538294e-30,7.417983038464847e-28,AT1G23840,NA,NA
AT5G02290.1,-0.9819714373320689,0.140925879263569,5.808800012228343,133.64501835015963,9.535709198569498e-30,8.999459484649944e-28,AT5G02290,NAK,"NA"
AT3G14200.1,-2.5472393618179354,2.728735286702253,5.636418289354855,131.82440711720747,2.3697018326490648e-29,2.218173559185681e-27,AT3G14200,NA,NA
AT5G48380.1,-1.0904969575849885,0.23830590966279902,7.290727553445528,131.81846232716663,2.3767560012704477e-29,2.218173559185681e-27,AT5G48380,BIR1,BAK1-interacting receptor-like kinase 1
AT3G03270.1,-1.6929902812261963,-0.1445487212730969,5.4507588443559465,131.21519792479666,3.2135258642795216e-29,2.9825425963553415e-27,AT3G03270,HRU1,Hypoxia Responsive Universal Stress Protein 1
AT4G17970.1,-0.9242714134649699,-0.6445583312509783,4.023011793424785,131.1307561727613,3.35210869983801e-29,3.094070002669161e-27,AT4G17970,ALMT12;ATALMT12;QUAC1,"aluminum-activated, malate transporter 12;NA;quick-activating anion channel 1"
AT2G46240.1,-3.139722196669419,3.3673347118243764,5.618353598204648,130.71751952359574,4.121461918580554e-29,3.7834119546576355e-27,AT2G46240,ATBAG6;BAG6,ARABIDOPSIS THALIANA BCL-2-ASSOCIATED ATHANOGENE 6;BCL-2-associated athanogene 6
AT4G33300.1,-0.9885596692355395,0.3248421332370235,7.118741719415986,130.54450187603786,4.493881292761226e-29,4.102864773755209e-27,AT4G33300,ADR1-L1,ADR1-like 1
AT4G18205.1,0.4523661030771962,-2.037458452419926,5.301501118185837,129.7543264971326,6.671231317824319e-29,6.0578386436827426e-27,AT4G18205,AtPUP21;PUP21,NA;purine permease 21
AT1G57990.1,-0.4324465006455197,-1.2580470909953536,6.545862567869861,129.5897306714141,7.243484398392176e-29,6.542112602612375e-27,AT1G57990,ATPUP18;PUP18,purine permease 18;purine permease 18
AT5G39020.1,-1.7766552461774385,-0.22546945483732386,4.008272424628357,129.15233159738264,9.014207088820881e-29,8.097843041984063e-27,AT5G39020,NA,NA
AT3G56200.1,-1.3869589145982735,0.14373099937645462,4.79458391669963,129.10062128184788,9.25030992069805e-29,8.265742359457795e-27,AT3G56200,NA,NA
AT4G11660.1,-1.967541393177128,1.7257341300305806,4.323160102368191,128.94358237034385,1.0005915935838545e-28,8.893618084981573e-27,AT4G11660,AT-HSFB2B;HSF7;HSFB2B,NA;NA;HEAT SHOCK TRANSCRIPTION FACTOR  B2B
AT1G67360.2,-2.35820194558434,2.2566649141556954,4.9679379001838795,128.54353660979962,1.2221532950752571e-28,1.080576484419434e-26,AT1G67360,LDAP1;SRP1,LD-associated protein 1;small rubber particle protein
AT3G16030.1,-1.5044060581303498,0.8568817526108903,3.732853921983293,128.35728091305327,1.3414379656759451e-28,1.179833318606817e-26,AT3G16030,CES101;RFO3,CALLUS EXPRESSION OF RBCS 101;RESISTANCE TO FUSARIUM OXYSPORUM 3
AT5G19940.1,1.3188987748790526,-0.6360099356729603,7.187471020415286,127.65614295224195,1.9046744997612573e-28,1.6664909854942377e-26,AT5G19940,NA,NA
AT3G48650.1,-3.3470754515147605,0.7020995372232142,3.267707457325902,127.17987477626295,2.4168020895939272e-28,2.1036196011962894e-26,AT3G48650,NA,NA
AT4G11000.1,-1.9634022824039565,-0.45882019977287153,2.7877242043235633,126.7555530712755,2.9880053811686206e-28,2.587397030837714e-26,AT4G11000,NA,NA
AT5G22060.1,-1.5422646572218832,1.3822905079254952,7.3095518913261754,125.32917791655775,6.096980481270569e-28,5.252470518198168e-26,AT5G22060,ATJ2;J2,ARABIDOPSIS THALIANA DNAJ HOMOLOGUE 2;DNAJ homologue 2
AT5G41740.2,-1.7323655733859735,0.21871815071680548,5.273863937892205,124.94446346528731,7.390170978713988e-28,6.334055217929402e-26,AT5G41740,NA,NA
AT5G38990.1,-1.0974774573767825,0.24169662378734047,6.259921891326137,124.705981165874,8.326073869627941e-28,7.09998552974009e-26,AT5G38990,NA,NA
AT5G05410.1,-1.6587870369934223,2.334980341747937,3.8721073795364367,124.50404252158276,9.210658471992545e-28,7.814638973282968e-26,AT5G05410,DREB2;DREB2A,DEHYDRATION-RESPONSIVE ELEMENT BINDING PROTEIN 2;DRE-binding protein 2A
AT5G49850.1,-1.9366822884455823,1.0139447812046893,3.6261779589876597,124.2177646276771,1.0628087809931393e-27,8.971921965780777e-26,AT5G49850,NA,NA
AT4G23180.1,-0.9316601013928452,-1.1701651314169368,6.593380091730887,123.45543536983487,1.5559399398168328e-27,1.3069117524491489e-25,AT4G23180,CRK10;RLK4,cysteine-rich RLK (RECEPTOR-like protein kinase) 10;NA
AT1G31280.1,-1.563480347103201,1.5424961637157626,5.010353254607348,123.25031799605507,1.723985071207654e-27,1.4408569756824568e-25,AT1G31280,AGO2;AtAGO2,argonaute 2;NA
AT3G13650.1,-1.2972750787196399,0.7292482044214256,4.305530927587747,122.98115427206592,1.9723394471418843e-27,1.6402638798285402e-25,AT3G13650,NA,NA
AT5G67430.1,-1.9726482330383648,1.6908006166843426,2.782733866649544,122.76406471702944,2.1984776692581086e-27,1.8193214958555154e-25,AT5G67430,NA,NA
AT2G41880.1,-1.352290423365717,0.4856332092912613,4.388459831037903,122.48539680662554,2.52716749288784e-27,2.081072878089354e-25,AT2G41880,AGK1;GK-1,NA;guanylate kinase 1
AT4G10120.1,-0.44640059883572336,-0.9330916556461374,5.742472404464876,122.09014253707994,3.0793737312459424e-27,2.5234341127414923e-25,AT4G10120,ATSPS4F;SPS4F,NA;sucrose phosphate synthase 4F
AT4G10340.1,1.6746359112137441,-0.8167532661626887,10.492461273154072,121.51205361073153,4.111429200763187e-27,3.3528106380398436e-25,AT4G10340,LHCB5,light harvesting complex of photosystem II 5
AT5G19240.1,-1.5961546424719493,-0.19599988372837393,7.58935916250185,120.28576756497637,7.590623445004831e-27,6.160139287566965e-25,AT5G19240,NA,NA
AT1G02610.1,1.1269344808955677,-3.271723991688406,2.6082022314669455,119.82982426062813,9.534200442468346e-27,7.700241982357008e-25,AT1G02610,NA,NA
AT4G28250.1,-0.9688517681042285,0.18476539267918257,5.887665838215617,119.47258674918714,1.1398754969627233e-26,9.162090178697028e-25,AT4G28250,ATEXPB3;ATHEXP BETA 1.6;EXPB3,expansin B3;NA;expansin B3
AT3G43190.1,-2.6212544497059365,-0.43122049000921303,7.224048908273398,119.4308450588774,1.1639156585649574e-26,9.310771022967962e-25,AT3G43190,ATSUS4;SUS4,ARABIDOPSIS THALIANA SUCROSE SYNTHASE 4;sucrose synthase 4
AT1G16260.1,-1.215791149216941,0.2850223474333164,4.984309539148019,119.42014101703745,1.1701616589718392e-26,9.316372373965843e-25,AT1G16260,NA,NA
AT4G33625.1,1.152057396574919,-0.6863737381668574,5.4184592571108565,119.0216113976084,1.4281883015304847e-26,1.1317044942174817e-24,AT4G33625,NA,NA
AT1G16670.1,-1.3063054750424248,0.7564585747373758,4.959873136619736,118.62842541061653,1.738460084621913e-26,1.3710981672095547e-24,AT1G16670,CRPK1,cold-responsive protein kinase 1
AT5G47910.1,-1.1110314360648352,-0.2777081000388536,6.77604324437552,117.01795524181249,3.8893217960381864e-26,3.0531176098899764e-24,AT5G47910,ATRBOHD;RBOHD,NA;respiratory burst oxidase homologue D
AT1G61840.1,-2.6622704973007973,1.4870579611384007,2.3850955043905744,116.93094173493586,4.062268455154477e-26,3.1740487338669797e-24,AT1G61840,NA,NA
AT1G80440.1,1.0076427161630133,-2.638048981909655,5.530320753472686,116.35875735651297,5.407753405408502e-26,4.205780067474881e-24,AT1G80440,KFB20;KMD1,Kelch repeat F-box 20;KISS ME DEADLY 1
AT1G21130.1,0.6958245774285318,-1.7259663600192074,7.745091119130007,116.14554686067314,6.016098668389385e-26,4.6573475359572946e-24,AT1G21130,IGMT4,indole glucosinolate O-methyltransferase 4
AT3G11340.1,-2.870790102268677,2.3340181018039807,7.025447265595531,115.33183536601504,9.03670606657587e-26,6.963652532679268e-24,AT3G11340,UGT76B1,UDP-dependent glycosyltransferase 76B1
AT3G50470.1,-2.870266353194484,-0.19870931420940133,2.4414575214002374,115.29391222812741,9.209691042048654e-26,7.06454793677513e-24,AT3G50470,HR3;MLA10,homolog of RPW8 3;INTRACELLULAR MILDEW A 10
AT1G66880.1,-2.0567675089278685,1.0599165214250363,6.474262300233791,115.15597598864707,9.867281880995543e-26,7.534566741765642e-24,AT1G66880,NA,NA
AT3G48640.1,-3.3090151580696374,1.2888091688614212,0.7274199629948837,114.49454846022122,1.373487457512577e-25,1.0440369139707594e-23,AT3G48640,NA,NA
AT3G28540.1,-2.5530478183207315,3.304391933087403,3.6368112716256364,114.11619742107084,1.6595203491424932e-25,1.2557784840200334e-23,AT3G28540,NA,NA
AT5G10040.1,-3.1957560678487757,-0.6058885052087389,1.8914420857072176,113.7829460178288,1.96041133483715e-25,1.476813901969923e-23,AT5G10040,NA,NA
AT2G46430.1,-1.6356830638086273,0.8272816683015699,5.753908978785187,113.44723210454163,2.318710640032148e-25,1.7389294661562523e-23,AT2G46430,ATCNGC3;CNGC3;CNGC3.C,cyclic nucleotide gated channel 3;cyclic nucleotide gated channel 3;NA
AT1G77120.1,-2.164006488279622,-0.3055791036787576,7.733024144621164,113.28982118437546,2.508579690594528e-25,1.8729613432132212e-23,AT1G77120,ADH;ADH1;ATADH;ATADH1,ALCOHOL DEHYDROGENASE;alcohol dehydrogenase 1;ARABIDOPSIS THALIANA ALCOHOL DEHYDROGENASE;NA
AT5G03360.1,-1.2537659103427015,-0.231408730256543,4.4323475663419005,113.2191123130676,2.598855532513435e-25,1.9317776146324423e-23,AT5G03360,NA,NA
AT3G11280.1,-1.5673380969080917,1.3753324145849424,6.186429300039924,113.1367721866742,2.7080836147554153e-25,2.0041011737566617e-23,AT3G11280,NA,NA
AT2G47460.1,-1.3932394303274305,2.5783799816779958,3.8742880806118074,112.67289143393799,3.415014052273739e-25,2.5161763624625677e-23,AT2G47460,ATMYB12;MYB12;PFG1,MYB DOMAIN PROTEIN 12;myb domain protein 12;PRODUCTION OF FLAVONOL GLYCOSIDES 1
AT4G23610.1,-3.0473465618035536,2.3901824549305912,0.9578852220385946,112.49328017422047,3.7358943376046317e-25,2.7405803046908384e-23,AT4G23610,NA,NA
AT5G45380.1,-1.4295838942287673,0.6197529870057231,3.9328427494862384,112.2477477657327,4.223877064722428e-25,3.085083078707481e-23,AT5G45380,ATDUR3;DUR3,NA;DEGRADATION OF UREA 3
AT5G66620.1,-1.8600196362837307,1.330725687639316,3.1216094323644925,112.23665759462394,4.247363882443359e-25,3.0888080459379216e-23,AT5G66620,DAR6,DA1-related protein 6
AT1G22190.1,-0.3444888888228622,-0.9606804221585178,5.312879920186026,111.2746750571081,6.870863545000053e-25,4.9751567539851677e-23,AT1G22190,RAP2.4;WIND2,related to AP2 4;NA
AT5G54720.1,-1.088391496792657,-0.7111231009514306,5.144096175184745,110.99127607955438,7.916817427254983e-25,5.707923431779247e-23,AT5G54720,NA,NA
AT3G20600.1,-1.1140561680959051,-0.3225542355987726,3.8064417369054993,110.75984768242276,8.888012721425136e-25,6.380757508855593e-23,AT3G20600,NDR1,non race-specific disease resistance 1
AT3G29970.1,-3.3647660256989593,0.006670549847687202,2.5225054488749445,109.99141376590052,1.3051726735353006e-24,9.330040741582773e-23,AT3G29970,NA,NA
AT5G63160.1,1.5717680897387944,-3.206377619919867,5.831159228179035,109.74080937132071,1.479401399550213e-24,1.0530705131798315e-22,AT5G63160,BT1,BTB and TAZ domain protein 1
AT3G46370.1,2.1573384693310427,-0.6359594967616007,1.687198915858889,109.51956663397455,1.652449801325878e-24,1.1712870975727184e-22,AT3G46370,NA,NA
AT5G20830.1,-1.2459772572054137,-0.3575232401178335,6.63892113871948,109.07914260558341,2.0595158462069418e-24,1.453689357160942e-22,AT5G20830,ASUS1;atsus1;SUS1,NA;NA;sucrose synthase 1
AT1G21550.1,-2.936871578938348,2.8940664972747094,1.9577936525766488,109.00107289760304,2.1414984259601502e-24,1.5052314668495633e-22,AT1G21550,NA,NA
AT4G36150.1,-1.0926021266631314,-0.24174341373410252,4.1424920543128705,108.83860541248801,2.3227214235539743e-24,1.6258082164284673e-22,AT4G36150,NA,NA
AT5G36930.2,-0.9857425149945063,0.5625017768040662,5.437408557579588,108.35046986825053,2.9647932437706836e-24,2.066620817514677e-22,AT5G36930,NA,NA
AT5G37770.1,-0.9203206806559076,-0.40745732200610474,5.2300421802766115,108.17171379000281,3.2419835097457704e-24,2.2504992140586447e-22,AT5G37770,AtCML24;CML24;TCH2,NA;CALMODULIN-LIKE 24;TOUCH 2
AT5G25450.1,-3.7109813588997342,3.20427392005555,2.7077957198862106,108.08741744611125,3.3815477159007276e-24,2.3377209909224824e-22,AT5G25450,NA,NA
AT1G30070.2,-2.402052614320536,2.6507027913954517,4.3982447039718675,107.96923198105173,3.587394745174777e-24,2.4698624723029133e-22,AT1G30070,NA,NA
